,out-degree-weight,in-degree-weight,out-degree,in-degree,bot,bc,lcc,ac
92.53.104.16,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
213.171.1.198,0.0,21.0,0.0,3.0,0,0.0,0.0,2.6942046058649554e-06
195.54.209.178,0.0,40.0,0.0,8.0,0,0.0,0.0,4.698079205956684e-06
174.123.68.15,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
156.154.128.65,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
67.19.71.20,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
195.2.83.38,0.0,263.0,0.0,67.0,0,0.0,0.0,2.8217238985980654e-05
92.38.209.3,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
78.104.144.2,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
212.192.128.3,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
88.198.12.76,0.0,32.0,0.0,5.0,0,0.0,0.0,3.854342532233852e-06
81.26.143.243,0.0,9.0,0.0,1.0,0,0.0,0.0,1.4285995952807057e-06
117.207.5.248,0.0,22.0,0.0,2.0,0,0.0,0.0,2.7996716900803094e-06
62.183.66.246,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
111.88.77.58,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
195.225.38.43,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
85.214.220.206,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
217.151.130.35,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
117.204.64.132,0.0,7.0,0.0,2.0,0,0.0,0.0,1.2176654268499977e-06
89.108.79.57,0.0,51.0,0.0,7.0,0,0.0,0.0,5.858217132325579e-06
93.17.128.86,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
90.157.0.4,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
213.171.60.92,0.0,56.0,0.0,14.0,0,0.0,0.0,6.38555255340235e-06
87.242.76.70,0.0,48.0,0.0,12.0,0,0.0,0.0,5.5418158796795175e-06
86.111.9.178,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
67.228.59.198,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
89.145.85.120,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
178.95.10.210,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
46.4.54.212,0.0,146.0,0.0,25.0,0,0.0,0.0,1.587759013278422e-05
207.69.189.218,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
92.38.225.40,0.0,21.0,0.0,3.0,0,0.0,0.0,2.6942046058649554e-06
87.118.92.232,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
95.163.15.194,0.0,24.0,0.0,3.0,0,0.0,0.0,3.0106058585110183e-06
83.99.172.192,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
89.111.176.226,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
82.138.17.133,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
188.40.60.12,0.0,314.0,0.0,61.0,0,0.0,0.0,3.3596060280963714e-05
216.99.131.20,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
188.40.54.222,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
195.9.14.110,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
82.206.239.241,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
94.229.67.92,0.0,144.0,0.0,20.0,0,0.0,0.0,1.5666655964353513e-05
62.116.135.150,0.0,10.0,0.0,5.0,0,0.0,0.0,1.53406667949606e-06
89.111.176.149,0.0,21.0,0.0,3.0,0,0.0,0.0,2.6942046058649554e-06
64.120.170.149,0.0,44.0,0.0,7.0,0,0.0,0.0,5.119947542818101e-06
194.85.88.229,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
77.222.41.36,0.0,99.0,0.0,13.0,0,0.0,0.0,1.0920637174662576e-05
195.239.166.118,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
187.38.130.143,0.0,10.0,0.0,2.0,0,0.0,0.0,1.53406667949606e-06
195.225.241.72,0.0,9.0,0.0,1.0,0,0.0,0.0,1.4285995952807057e-06
80.72.108.202,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
83.136.235.194,0.0,24.0,0.0,3.0,0,0.0,0.0,3.0106058585110183e-06
58.252.109.242,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885813e-07
62.213.75.149,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
209.212.156.210,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
92.53.96.75,0.0,45.0,0.0,5.0,0,0.0,0.0,5.225414627033454e-06
89.108.122.90,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
85.233.128.67,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
210.104.236.29,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
92.53.116.6,0.0,39.0,0.0,5.0,0,0.0,0.0,4.59261212174133e-06
77.89.69.181,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
81.177.24.21,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
78.249.161.87,0.0,23.0,0.0,4.0,0,0.0,0.0,2.9051387742956634e-06
188.120.239.168,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
82.146.43.2,0.0,252.0,0.0,63.0,0,0.0,0.0,2.7057101059611758e-05
216.239.32.10,0.0,296.0,0.0,74.0,0,0.0,0.0,3.1697652765087336e-05
77.222.41.41,0.0,57.0,0.0,6.0,0,0.0,0.0,6.491019637617703e-06
46.38.56.73,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
210.211.247.235,0.0,9.0,0.0,2.0,0,0.0,0.0,1.4285995952807057e-06
62.183.66.244,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
62.213.110.35,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
194.54.148.122,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
77.88.21.89,0.0,120.0,0.0,16.0,0,0.0,0.0,1.3135445943185013e-05
202.95.154.126,0.0,9.0,0.0,2.0,0,0.0,0.0,1.428599595280706e-06
89.108.70.32,0.0,36.0,0.0,5.0,0,0.0,0.0,4.276210869095268e-06
70.38.78.73,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
188.93.212.21,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
165.21.74.118,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
31.42.162.114,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
194.87.0.16,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
78.46.250.193,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
78.138.172.217,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
77.243.96.10,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
91.121.49.79,0.0,39.0,0.0,6.0,0,0.0,0.0,4.59261212174133e-06
62.213.110.156,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
77.221.128.102,0.0,33.0,0.0,5.0,0,0.0,0.0,3.959809616449205e-06
64.120.247.194,0.0,112.0,0.0,21.0,0,0.0,0.0,1.2291709269462181e-05
87.118.116.14,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
174.142.90.173,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
199.124.61.3,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
89.238.159.206,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
178.208.82.126,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
81.26.144.245,0.0,36.0,0.0,5.0,0,0.0,0.0,4.276210869095268e-06
60.249.196.250,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
87.242.79.74,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
194.28.172.37,0.0,96.0,0.0,15.0,0,0.0,0.0,1.0604235922016517e-05
88.198.27.35,0.0,49.0,0.0,9.0,0,0.0,0.0,5.64728296389487e-06
78.46.183.235,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
46.4.74.165,0.0,129.0,0.0,24.0,0,0.0,0.0,1.40846497011232e-05
89.188.104.6,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
216.82.249.99,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
79.174.66.33,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
117.197.182.9,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
89.108.67.8,0.0,32.0,0.0,5.0,0,0.0,0.0,3.854342532233852e-06
94.75.243.11,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
65.54.188.78,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
89.111.176.244,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
188.93.23.170,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
178.162.137.203,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
81.177.26.77,0.0,53.0,0.0,8.0,0,0.0,0.0,6.069151300756288e-06
117.204.67.233,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
174.142.184.181,0.0,30.0,0.0,5.0,0,0.0,0.0,3.643408363803142e-06
78.140.170.176,0.0,27.0,0.0,4.0,0,0.0,0.0,3.32700711115708e-06
195.54.162.79,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
91.219.194.11,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
81.177.3.190,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
208.101.60.120,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
89.111.177.177,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
62.109.21.242,0.0,21.0,0.0,3.0,0,0.0,0.0,2.6942046058649554e-06
64.207.35.180,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
92.63.96.236,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
178.150.146.54,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
195.137.160.20,0.0,36.0,0.0,5.0,0,0.0,0.0,4.276210869095267e-06
178.218.212.130,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
79.175.59.70,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
89.111.177.200,0.0,42.0,0.0,6.0,0,0.0,0.0,4.909013374387392e-06
93.170.24.242,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
186.215.209.178,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
195.88.207.18,0.0,35.0,0.0,6.0,0,0.0,0.0,4.170743784879913e-06
114.57.53.106,0.0,15.0,0.0,3.0,0,0.0,0.0,2.0614021005728305e-06
81.30.112.202,0.0,15.0,0.0,2.0,0,0.0,0.0,2.0614021005728305e-06
212.59.98.21,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
195.24.65.155,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
193.252.22.185,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
213.189.198.7,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
212.48.143.203,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
213.189.198.9,0.0,15.0,0.0,2.0,0,0.0,0.0,2.0614021005728305e-06
81.177.24.85,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
92.38.199.19,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
82.146.40.5,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
82.142.142.20,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
83.164.192.67,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267684e-06
74.54.18.180,0.0,27.0,0.0,4.0,0,0.0,0.0,3.3270071111570803e-06
79.137.226.103,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
174.123.87.100,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
217.16.28.65,0.0,232.0,0.0,35.0,0,0.0,0.0,2.494775937530468e-05
89.111.178.33,0.0,30.0,0.0,5.0,0,0.0,0.0,3.643408363803142e-06
87.120.70.1,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
87.224.128.126,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
80.191.196.145,0.0,17.0,0.0,2.0,0,0.0,0.0,2.2723362690035393e-06
217.16.18.91,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
78.46.66.60,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
92.53.98.100,0.0,127.0,0.0,32.0,0,0.0,0.0,1.3873715532692492e-05
217.107.217.16,0.0,176.0,0.0,44.0,0,0.0,0.0,1.904160265924484e-05
81.176.233.100,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
80.93.56.2,0.0,100.0,0.0,25.0,0,0.0,0.0,1.1026104258877931e-05
89.149.254.87,0.0,192.0,0.0,96.0,0,0.0,0.0,2.0729076006690512e-05
89.108.70.21,0.0,9.0,0.0,1.0,0,0.0,0.0,1.4285995952807057e-06
78.159.114.121,0.0,164.0,0.0,82.0,0,0.0,0.0,1.7775997648660595e-05
90.151.160.92,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
213.85.107.181,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
78.47.139.101,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
213.182.176.204,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
82.103.128.82,0.0,78.0,0.0,28.0,0,0.0,0.0,8.70582840614014e-06
81.18.135.38,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
217.174.106.66,0.0,40.0,0.0,10.0,0,0.0,0.0,4.698079205956684e-06
209.85.99.29,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
194.151.203.112,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
188.138.114.90,0.0,17.0,0.0,2.0,0,0.0,0.0,2.2723362690035393e-06
173.192.209.235,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
78.159.109.207,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
157.205.238.165,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
87.242.73.194,0.0,56.0,0.0,14.0,0,0.0,0.0,6.38555255340235e-06
93.95.103.198,0.0,28.0,0.0,7.0,0,0.0,0.0,3.432474195372434e-06
212.59.117.99,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
78.46.147.73,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
205.234.134.63,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
188.72.245.48,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
83.222.0.30,0.0,132.0,0.0,33.0,0,0.0,0.0,1.4401050953769263e-05
193.169.188.134,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.248.235.219,0.0,36.0,0.0,9.0,0,0.0,0.0,4.276210869095268e-06
91.217.20.150,0.0,40.0,0.0,10.0,0,0.0,0.0,4.698079205956684e-06
178.162.177.145,0.0,56.0,0.0,14.0,0,0.0,0.0,6.385552553402349e-06
83.69.224.34,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267684e-06
95.168.174.25,0.0,44.0,0.0,11.0,0,0.0,0.0,5.119947542818101e-06
95.141.192.27,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
188.40.121.79,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267684e-06
64.202.107.127,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
199.249.120.1,0.0,75.0,0.0,19.0,0,0.0,0.0,8.389427153494076e-06
77.234.201.212,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
192.31.80.35,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.199.217.200,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
82.118.131.110,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
92.243.94.228,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
77.67.63.105,0.0,44.0,0.0,11.0,0,0.0,0.0,5.119947542818101e-06
217.160.82.200,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.27.48.6,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
204.61.216.12,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
192.26.92.35,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267684e-06
194.58.66.30,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
46.4.116.217,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
91.217.21.170,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
212.38.97.3,0.0,80.0,0.0,20.0,0,0.0,0.0,8.916762574570848e-06
195.128.50.221,0.0,88.0,0.0,22.0,0,0.0,0.0,9.760499248293683e-06
174.142.69.106,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
217.10.32.5,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
188.190.97.32,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
188.40.60.28,0.0,112.0,0.0,28.0,0,0.0,0.0,1.2291709269462181e-05
109.197.253.241,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885813e-07
91.204.72.12,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
192.115.210.60,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
92.53.98.42,0.0,44.0,0.0,11.0,0,0.0,0.0,5.119947542818101e-06
89.31.142.100,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
98.124.192.1,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
213.180.193.1,0.0,164.0,0.0,41.0,0,0.0,0.0,1.7775997648660595e-05
195.243.137.26,0.0,36.0,0.0,9.0,0,0.0,0.0,4.276210869095267e-06
64.182.102.220,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.232.112.1,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
92.53.116.26,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
64.59.134.8,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
128.107.234.206,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
213.248.162.131,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.112.37.11,0.0,56.0,0.0,14.0,0,0.0,0.0,6.38555255340235e-06
95.168.160.245,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
64.120.146.2,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
95.211.135.138,0.0,44.0,0.0,11.0,0,0.0,0.0,5.119947542818101e-06
81.9.5.211,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
84.53.200.24,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
81.176.232.101,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
194.190.209.39,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
178.162.144.154,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
193.106.72.254,0.0,6.0,0.0,3.0,0,0.0,0.0,1.1121983426346437e-06
174.122.110.168,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
156.154.125.65,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
66.197.230.37,0.0,340.0,0.0,85.0,0,0.0,0.0,3.6338204470562914e-05
80.93.48.54,0.0,16.0,0.0,4.0,0,0.0,0.0,2.166869184788185e-06
84.252.138.21,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
46.4.194.154,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
80.92.10.253,0.0,22.0,0.0,11.0,0,0.0,0.0,2.7996716900803094e-06
195.146.81.130,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
75.125.10.187,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
208.80.124.4,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
199.254.31.1,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
78.159.121.84,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
83.102.226.84,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
98.124.197.1,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
199.254.49.1,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
69.72.158.226,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
67.15.47.188,0.0,22.0,0.0,10.0,0,0.0,0.0,2.79967169008031e-06
194.211.207.209,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
213.180.199.34,0.0,136.0,0.0,34.0,0,0.0,0.0,1.4822919290630679e-05
208.80.126.4,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
86.57.250.3,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
77.221.140.250,0.0,71.0,0.0,18.0,0,0.0,0.0,7.967558816632662e-06
66.240.231.42,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
84.204.96.44,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.106.73.254,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
76.74.236.21,0.0,23.0,0.0,6.0,0,0.0,0.0,2.9051387742956634e-06
216.227.210.9,0.0,40.0,0.0,10.0,0,0.0,0.0,4.698079205956684e-06
195.42.162.50,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
66.135.44.84,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
188.40.253.34,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.54.2.1,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
85.198.104.252,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
194.246.96.1,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
194.67.2.108,0.0,48.0,0.0,14.0,0,0.0,0.0,5.5418158796795175e-06
82.138.35.84,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
209.126.159.118,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
74.52.140.82,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
66.135.44.67,0.0,26.0,0.0,4.0,0,0.0,0.0,3.221540026941726e-06
128.139.6.66,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
217.112.35.2,0.0,64.0,0.0,16.0,0,0.0,0.0,7.229289227125183e-06
217.16.20.30,0.0,220.0,0.0,55.0,0,0.0,0.0,2.3682154364720426e-05
87.224.128.4,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
188.92.105.130,0.0,16.0,0.0,4.0,0,0.0,0.0,2.166869184788185e-06
66.118.142.89,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
216.82.242.229,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.118.52.2,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
194.106.221.36,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
194.190.20.38,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
195.248.234.8,0.0,49.0,0.0,11.0,0,0.0,0.0,5.64728296389487e-06
209.173.58.66,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
89.208.17.22,0.0,228.0,0.0,57.0,0,0.0,0.0,2.4525891038443258e-05
15.195.208.12,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
217.10.132.144,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
15.227.128.50,0.0,77.0,0.0,21.0,0,0.0,0.0,8.600361321924785e-06
193.252.22.142,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
78.110.166.110,0.0,64.0,0.0,16.0,0,0.0,0.0,7.229289227125183e-06
83.222.1.30,0.0,132.0,0.0,33.0,0,0.0,0.0,1.4401050953769261e-05
85.25.99.145,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
186.110.109.63,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267684e-06
190.79.152.22,0.0,18.0,0.0,3.0,0,0.0,0.0,2.377803353218893e-06
91.218.228.18,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
204.74.108.246,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
217.16.22.30,0.0,155.0,0.0,39.0,0,0.0,0.0,1.6826793890722406e-05
91.102.153.168,0.0,112.0,0.0,28.0,0,0.0,0.0,1.2291709269462181e-05
89.104.70.11,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
204.74.109.246,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
78.111.80.5,0.0,28.0,0.0,7.0,0,0.0,0.0,3.4324741953724343e-06
192.93.0.129,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
195.248.234.219,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
91.201.52.2,0.0,24.0,0.0,8.0,0,0.0,0.0,3.010605858511018e-06
195.98.51.60,0.0,24.0,0.0,11.0,0,0.0,0.0,3.0106058585110183e-06
92.243.65.126,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
174.122.110.167,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
88.212.221.5,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110174e-06
